source,target,count
9067,8084,37
9067,8099,3
9067,8125,1
9067,8127,1
9067,8143,5
9067,8144,1
9067,8152,2
9067,8170,5
9067,8216,6
9067,8236,6
9067,8243,1
9067,8244,1
9067,8246,1
9067,8247,7
9067,8248,6
9067,8250,5
9067,8264,3
9067,8288,1
9067,8292,4
9067,8311,3
9067,8327,4
9067,8338,1
9067,8370,2
9067,8374,1
9067,8400,1
9067,8412,29
9067,8437,7
9067,8440,18
9067,8474,1
9067,8505,8
9067,8507,1
9067,8538,37
9067,8605,3
9067,8606,2
9067,8610,2
9067,8623,14
9067,8631,184
9067,8651,3
9067,8654,1
9068,5529,13
9069,59,1
9069,2673,13
9069,3132,1
9069,4169,1
9069,4979,1
9070,176,1
9070,345,3
9070,450,12
9070,1342,34
9070,1497,1
9070,1763,1
9070,1986,1
9070,2402,5
9070,3206,147
9070,3421,1
9070,3808,1
9070,3876,4
9070,4093,1
9070,4310,8
9070,4330,1
9070,4332,1
9070,4349,1
9070,4415,6
9070,4561,4
9070,4800,17
9070,5018,1
9070,5027,2
9070,5255,6
9070,5640,2
9070,6002,1
9070,6061,1
9070,6093,4
9070,6762,1
9070,6763,5
9070,7112,3
9070,7161,1
9070,7287,1
9070,7293,5
9070,7296,1
9070,7850,2
9070,8142,4
9071,310,1
9071,740,1
9071,1370,1
9071,1954,1
9071,2308,1
9071,2616,8
9071,3624,1
9071,3826,24
9071,4342,1
9071,5089,1
9071,5431,1
9071,5752,1
9071,6052,1
9071,6640,5
9071,6671,1
9071,7288,3
9071,7443,1
9071,7587,1
9071,8119,1
9071,8351,1
9072,2498,2
9072,4405,1
9073,151,11
9073,359,4
9073,662,18
9073,759,15
9073,1428,1
9073,1536,1
9073,1877,1
9073,1941,7
9073,2111,1
9073,2581,17
9073,2611,1
9073,3664,11
9073,4990,4
9073,5060,1
9073,5670,1
9073,6076,8
9073,8632,6
9074,96,3
9074,2310,1
9075,141,1
9075,143,1
9075,147,6
9075,185,1
9075,310,67
9075,322,3
9075,380,24
9075,386,5
9075,401,1
9075,406,2
9075,413,1
9075,434,5
9075,462,21
9075,497,14
9075,558,1
9075,613,9
9075,667,3
9075,726,1
9075,743,2
9075,753,2
9075,827,7
9075,903,2
9075,927,1
9075,953,14
9075,1017,5
9075,1177,2
9075,1209,15
9075,1245,3
9075,1260,4
9075,1293,1
9075,1332,1
9075,1363,1
9075,1370,1
9075,1388,1
9075,1398,12
9075,1406,1
9075,1412,2
9075,1428,17
9075,1481,2
9075,1485,1
9075,1492,5
9075,1497,6
9075,1565,1
9075,1572,1
9075,1618,2
9075,1621,5
9075,1633,3
9075,1636,2
9075,1655,10
9075,1672,1
9075,1675,2
9075,1677,3
9075,1680,1
9075,1687,2
9075,1698,1
9075,1723,9
9075,1727,8
9075,1734,3
9075,1747,4
9075,1760,2
9075,1787,2
9075,1825,1
9075,1841,1
9075,1864,4
9075,1877,1
9075,1889,12
9075,1915,1
9075,1920,7
9075,1926,2
9075,1964,3
9075,1995,1
9075,2011,1
9075,2025,682
9075,2028,5
9075,2038,9
9075,2051,1
9075,2060,2
9075,2062,1
9075,2099,1
9075,2104,1
9075,2114,14
9075,2118,61
9075,2128,3
9075,2139,77
9075,2142,7
9075,2163,3
9075,2164,1
9075,2228,1
9075,2274,25
9075,2301,2
9075,2303,2
9075,2317,6
9075,2335,1
9075,2365,2
9075,2376,2
9075,2410,1
9075,2426,32
9075,2439,4
9075,2447,2
9075,2456,1
9075,2502,11
9075,2509,1
9075,2516,2
9075,2521,4
9075,2535,4
9075,2580,1
9075,2595,5
9075,2628,1
9075,2649,1
9075,2664,1
9075,2681,15
9075,2694,1
9075,2702,25
9075,2738,3
9075,2739,2
9075,2779,1
9075,2789,1
9075,2820,1
9075,2840,1
9075,2862,1
9075,2868,4
9075,2873,1
9075,2878,1
9075,2883,3
9075,2923,4
9075,2933,3
9075,2948,2
9075,2949,6
9075,2982,1
9075,3011,1
9075,3012,1
9075,3041,54
9075,3046,13
9075,3080,1
9075,3081,3
9075,3086,1
9075,3089,10
9075,3098,1
9075,3124,3
9075,3130,5
9075,3151,1
9075,3153,14
9075,3156,16
9075,3196,4
9075,3207,2
9075,3291,11
9075,3297,1
9075,3343,1
9075,3350,3
9075,3364,3
9075,3365,25
9075,3440,1
9075,3447,4
9075,3452,2
9075,3471,1
9075,3541,1
9075,3563,3
9075,3567,1
9075,3572,1
9075,3594,3
9075,3612,1
9075,3632,12
9075,3634,2
9075,3653,1
9075,3675,3
9075,3682,1
9075,3688,5
9075,3692,3
9075,3701,1
9075,3725,1
9075,3729,2
9075,3742,1
9075,3745,7
9075,3753,4
9075,3763,2
9075,3766,1
9075,3772,1
9075,3799,2
9075,3805,1
9075,3816,4
9075,3848,4
9075,3850,3
9075,3857,1
9075,3880,1
9075,3890,8
9075,3900,1
9075,3905,3
9075,3913,3
9075,3923,4
9075,3933,5
9075,3944,8
9075,3949,10
9075,3982,10
9075,3989,1
9075,3991,1
9075,3999,3
9075,4016,1
9075,4021,2
9075,4039,9
9075,4055,9
9075,4060,1
9075,4083,5
9075,4099,3
9075,4148,1
9075,4164,3
9075,4178,1
9075,4199,6
9075,4203,1
9075,4231,1
9075,4244,2
9075,4323,1
9075,4507,9
9075,4575,3
9075,4596,1
9075,4621,2
9075,4629,1
9075,4695,1
9075,4763,14
9075,4792,19
9075,4799,1
9075,4808,13
9075,4835,2
9075,4855,13
9075,4857,1
9075,4863,47
9075,4932,3
9075,4979,99
9075,4982,1
9075,4993,1
9075,4996,2
9075,5001,3
9075,5019,9
9075,5060,38
9075,5069,1
9075,5112,4
9075,5135,2
9075,5156,7
9075,5180,1
